J2000 E2000,,,,,,,,Multiplicity,,,,,,,,,,Names,,,,,,,,,,,,,,Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motions,,,,,,,,,Galactic Kinematics,,,,,,,,,,,,,GALEX photometry,,,,,SDSS photometry,,,,,,,,,,,,,,,,,,,,,TYCHO photometry,,,,Johnson-Kron-Cousins photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,,,,,,,,,,WISE photometry,,,,,,,,,,,,,,,,,,,X-ray photometry,,,,,,,Photometry Derived Parameters,,,,,,,,,,,,,,,Spectroscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derived spectroscopic,,,,,,,,,,,,,,,Membership,,,,,,,,,,,,,,,,,,,,,,,,,,rawRV,,,,,,,,,,,,,,,,rawParallax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes,
Rah,Ram,Ras,DECf,DECd,DECm,DECs,Lithium,# stars,sepfrom,separation,position angle,date,period,separation ref,delta mag,filter,deltaMag ref,Name,TYCHO-2,GJ,HD,HR,CD,1RXS,UCAC4,PPMXL,2MASS ID,SDSS ID,WISE ID,YPC,HIP,Raraw,eRAraw,DECraw,eDECraw,EPOCH,position ref,RA,eRA,DEC,eDEC,pi,epi,pi ref,rv,erv,rv ref,radius-based dist.,radius-based dist. Ref,Cluster Parallax,Cluster Parallax ref.,dist,edist,dist method,distance ref,rv_pred,erv_pred,rv_pred method,rv_pred ref,pmRA,epmRA,pmDEC,epmDEC,pm ref,pm,epm,pa,epa,U,eU,V,eV,W,eW,X,eX,Y,eY,Z,eZ,kinematic ref,FUV,eFUV,NUV,eNUV,GALEX joint,u',eu',u' flag,u' ref,g',eg',g' flag,g' ref,r',er',r' flag,r' ref,i',ei',i' flag,i' ref,z',ez',z' flag,z' ref,SDSS joint,Bt,eBt,Vt,eVt,Uj,eUj,Uj flag,Uj ref,Bj,eBj,Bj flag,Bj ref,Vj,eVj,Vj flag,Vj ref,Rkc,eRkc,Rkc flag,Rkc ref,Ikc,eIkc,Ikc flag,Ikc ref,optical joint?,Zuk,eZuk,Zuk flag,Zuk ref,Yuk,eYuk,Yuk flag,Yuk ref,J,eJ,J flag,J ref,H,eH,H flag,H ref,K,eK,K flag,K ref,NIR joint?,W1,eW1,W1 flag,W1 ref,W2,eW2,W2 flag,W2 ref,W3,eW3,W3 flag,W3 ref,W4,eW4,W4 flag,W4 ref,WISE joint?,variability,variability filter,X-ray,X joint?,eX-ray,hr1,ehr1,hr2,ehr2,MV,B-V,V-K,V-I,J-K,EB-V,EB-V ref,Mbol,eMbol,Mbol ref,Lx,eLx,Lx/Lbol,Lx/Lbol flag,LUV/Lbol,SpType,SpType ref,SpType joint,Teff,eTeff,Teff ref,Teff 2,eTeff 2,Teff 2 Ref,Teff 3,eTeff 3,Teff 3 ref,Teff 4,eTeff 4,Teff 4 ref,vsini,evsini,vsini flag,vsini ref,vsini2,evsini2,vsini flag 2,vsini2 ref,vsini3,evsini3,vsini flag 3,vsini3 ref,CaH Index,eCaH Index,CaH ref,CaH-Narrow Index,eCaH-Narrow,CaH-Narrow ref,H-alpha EW,eH-alpha EW,H-alpha ref,H-alpha EW 2,eH-alpha EW2,H-alpha 2 ref,H-alpha EW 3,eH-alpha EW 3,H-alpha 3 ref,Li6708 EW,eLi6708 EW,Li6708 EW flag,Li6708 ref,Li6708 EW2,eLi6708 EW2,Li6708 EW flag2,Li6708 ref2,Li6708 EW3,eLi6708 EW 3,Li6708 flag3,Li6708 ref3,Li Abundance,Li Abundance REF,K7699 EW,eK7699 EW,K7699 ref,Na8200 EW,eNa8200 EW,Na8200 Index,eNa8200 Index,Na8200 ref,Fe/H,eFe/H,Fe/H ref,Ba/H,eBa/H,Ba/Fe ref,RHK,eRHK,RHK ref,log g,elog g,log g ref,log g 2,elog g 2,log g 2 ref,GROUP,GROUP quality,GROUP1,%Cert 1,GROUP1 ref,GROUP2,%Cert 2,GROUP2 ref,GROUP3,%Cert 3,GROUP3 ref,GROUP4,%Cert 4,GROUP4 ref,GROUP5,%Cert 5,GROUP5 ref,GROUP6,%Cert 6,GROUP6 ref,GROUP7,%Cert 7,GROUP7 ref,GROUP8,%Cert 8,GROUP8 ref,RV1,eRV1,RV1 ref,RV1 flag,RV2,eRV2,RV2 ref,RV2 flag,RV3,eRV3,RV3 ref,RV3 flag,RV4,eRV4,RV4 ref,RV4 flag,pi1,epi1,pi1ref,pi1flag,pi2,epi2,pi2ref,pi2flag,pi3,epi3,pi3ref,pi3flag,pi4,epi4,pi4ref,pi4flag,pi5,epi5,pi5ref,pi5flag,pi6,epi6,pi6ref,pi6flag,pi7,epi7,pi7ref,pi7flag,pi8,epi8,pi8ref,pi8flag,Notes,Notes2
01,06,22.856,-,59,33,18.55,,*,,,,,,,,,,2MUCD 20051,,,,,,,,,01062285-5933185, ,J010622.92-593320.5,,,16.5952330,60.00,-59.5551530,70.00,2451472.5989,2MASS,016.5952330,60.00,-59.5551530,70.00,-----,-----,,1.18,0.44,R,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,14.330,0.035,A,2MASS,13.566,0.028,A,2MASS,13.005,0.041,A,2MASS,,12.791,0.024,A,ALLWISE,12.521,0.024,A,ALLWISE,11.988,0.253,B,ALLWISE,9.001,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,1.325,,,,,,,,,,,,Faherty2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.44,Riedel/Phoenix,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,06,26.140,-,14,17,46.80,X,1,,,,,,,,,,BD-15 200,5275-01735-1,,006569,,-15-00200,J010626.0-141724,379-001227,'1615502434946874512,01062614-1417468, ,J010626.22-141748.0,,5191,16.6087218,1.20,-14.2961881,0.85,2448349.0625,vanLeeuwen2007,016.6089708,10.83,-14.2964188,6.53,21.12,1.23,v,7.40,0.32,MTM,,,,,50.0,,,Lopez-Santiago2006,,,,,99.29,1.23,-94.93,0.74,vanLeeuwen2007,137.37,1.44,133.71,0.26,-7.800,0.500,-29.000,1.800,-9.300,1.200,-8.200,,7.200,,-46.100,,Malo2013,,,,,,  ,,,,10.227,0.040,-,UCAC4,9.601,0.010,-,UCAC4,8.907,0.020,-,UCAC4,,,,,,10.521,0.037,9.542,0.025,,,,,10.333,0.010,-,UCAC4,9.703,0.030,-,UCAC4,,,,,8.550,,,Torres2006,,,,,,,,,,7.909,0.020,5,UCAC4,7.427,0.030,5,UCAC4,7.340,0.020,5,UCAC4,,7.207,0.035,A,ALLWISE,7.349,0.020,A,ALLWISE,7.294,0.017,A,ALLWISE,7.326,0.120,B,ALLWISE,,0.024,,9.75E-02,,1.73E-02,0.14,0.17,0.22,0.21,6.326,0.630,2.363,1.153,0.569,,,,,,,,-3.79,,,K1V*,Malo2013,,5080,,Torres2008,5036,,Da-Silva2009,5170,59,Barenfeld2013,5157,36,McCarthy2014,10.0,1.0,e,Da-Silva2009,4.4,1.1,,McCarthy2014,,,,,,,,,,,,,Torres2006,,,,,,,155.00,,,Da-Silva2009,141,,,Barenfeld2013,142,7.1,,McCarthy2014,2.21,Da-Silva2009,,,,,,,,,0.06,0.03,Barenfeld2013,0.22,0.02,Barenfeld2013,,,,4.61,0.07,Barenfeld2013,4.617,0.09,McCarthy2014,,(nope),AB Dor,,Zuckerman2004,AB Dor,BF,Malo2013,B4,Yes,Lopez-Santiago2006,AB Dor,BF,Gagne2014a,AB Dor,No,Barenfeld2013,AB Dor,No,McCarthy2014,,,,,,,6.00,1.20,Malo2013,P,6.70,1.00,Torres2006,P,8.00,0.60,McCarthy2014,P,,,,,21.12,1.23,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,07,11.934,-,19,35,36.19,X,2,A-B,0.4,170,2010,,Bergfors2010,0.65,I',Bergfors2010,J01071194-19353 A,5853-01318-1,,,,,,353-001287,'1612647970950325249,01071194-1935359, ,J010711.99-193536.4,,,16.7997253,109.00,-19.5933862,111.00,2451544.5000,Hoeg2000,016.7997253,109.00,-19.5933862,111.00,-----,-----,,9.62,0.13,MKM,,,,,54.0,,spectroscopic,Kiss 2011,,,,,59.80,3.20,-36.00,3.30,Hoeg2000,69.80,4.60,121.05,1.94,,,,,,,,,,,,,,,,,,,  ,,,,12.217,0.060,-,UCAC4,10.860,0.080,-,UCAC4,9.962,0.050,-,UCAC4,,,,,J,14.718,0.788,11.680,0.170,,,,,12.915,0.090,-,UCAC4,11.457,0.070,-,UCAC4,,,,,9.430,0.060,,Malo2013,J,,,,,,,,,8.149,0.020,5,UCAC4,7.473,0.020,5,UCAC4,7.252,0.030,5,UCAC4,J,7.085,0.042,A,ALLWISE,7.115,0.019,A,ALLWISE,7.046,0.016,A,ALLWISE,7.006,0.085,A,ALLWISE,,,,,,,,,,,-----,1.458,4.205,2.027,0.897,,,,,,,,,,,M0.5V,Malo2013,,,,,,,,,,,,,,6.8,0.6,,Kraus2014,10.8,2.2,,Malo2014a,,,,,,,,,,,-2.49,,Kraus2014,,,,,,,323.30,50,,Kraus2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,,beta Pic,,Kiss2011,AMBIGUOUS,,Malo2013,Tuc-Hor, Y - Li,Kraus2014,,,,,,,,,,,,,,,,11.50,1.40,Malo2013,P,9.30,0.50,Kraus2014,P,9.70,0.50,Malo2014a,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,07,11.934,-,19,35,36.19,X,0,A-B,0.4,170,2010,,Bergfors2010,0.65,I',Bergfors2010,J01071194-19353 B,5853-01318-1,,,,,,353-001287,'1612647970950325249,01071194-1935359, ,J010711.99-193536.4,,,16.7997253,109.00,-19.5933862,111.00,2451544.5000,Hoeg2000,016.7997253,109.00,-19.5933862,111.00,-----,-----,,9.62,0.13,MKM,,,,,54.0,,spectroscopic,Kiss 2011,,,,,59.80,3.20,-36.00,3.30,Hoeg2000,69.80,4.60,121.05,1.94,,,,,,,,,,,,,,,,,,,  ,,,,12.217,0.060,-,UCAC4,10.860,0.080,-,UCAC4,9.962,0.050,-,UCAC4,,,,,J,14.718,0.788,11.680,0.170,,,,,12.915,0.090,-,UCAC4,11.457,0.070,-,UCAC4,,,,,9.430,0.060,,Malo2013,J,,,,,,,,,8.149,0.020,5,UCAC4,7.473,0.020,5,UCAC4,7.252,0.030,5,UCAC4,J,7.085,0.042,A,ALLWISE,7.115,0.019,A,ALLWISE,7.046,0.016,A,ALLWISE,7.006,0.085,A,ALLWISE,,,,,,,,,,,-----,1.458,4.205,2.027,0.897,,,,,,,,,,,M2.5V,Malo2013,,,,,,,,,,,,,,10.8,2.2,,Malo2014a,,,,,,,,,,,,,,,-2.49,,Kraus2014,,,,,,,323.30,50,,Kraus2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,,beta Pic,,Kiss2011,AMBIGUOUS,,Malo2013,Tuc-Hor, Y - Li,Kraus2014,,,,,,,,,,,,,,,,11.50,1.40,Malo2013,P,9.30,0.50,Kraus2014,P,9.70,0.50,Malo2014a,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,07,52.420,+,00,41,56.30,,,,,,,,,,,,2MUCD 20052 ,,,,,,,,,01075242+0041563,J010752.46+004156.3,        ,,,16.9684250,60.00,0.6989990,120.00,2451789.7336,2MASS,016.9683079,60.18,+00.6989820,120.03,64.13,4.51,V,-----,-----,,,,,,14.1,,kinematic,Gagne2014a,10.2,7.9,kinematic,Gagne2014a,628.00,7.00,91.00,4.00,Gagne2014a,634.56,8.06,81.75,0.90,,,,,,,,,,,,,,,,,,,26.142999649,0.5770000219,3,SDSS9,25.408,0.916,3,SDSS9,23.963,0.646,3,SDSS9,21.439,0.130,3,SDSS9,18.6609992981,0.0399999991,3,SDSS9,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,, ,,,, ,,,, ,,,,,  ,,,,  ,,,,  ,,,,  ,,,,,,,,,,,,,,-----,-----,-----,-----,-----,,,,,,,,,,,L8,Gagne2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yfield,74.3,Gagne2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.13,4.51,Vrba2004,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,07,55.720,-,60,30,19.40,,,,,,,,,,,,01075572-6030194,,,,,,,,'6778815653022610160,01075572-6030194, ,,,,16.9822050,69.00,-60.5054150,69.00,2451544.5000,PPMXL,016.9822050,69.00,-60.5054150,69.00,-----,-----,,-----,-----,,,,,,,,,,,,,,74.10,14.60,-40.90,14.60,PPMXL,84.64,20.65,118.90,8.19,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,17.170,,,Girard2011,,,,,,,,,,,,,,,,,,11.836,0.026,A,2MASS,11.251,0.022,A,2MASS,10.965,0.023,A,2MASS,,10.760,,,Gagne2014d,10.560,,,Gagne2014d,,,,,,,,,,,,,,,,,,,-----,-----,6.205,-----,0.871,,,,,,,,,,,M5.3,Gagne2014d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,99.6,Gagne2014d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,08,22.202,+,05,38,59.35,,0,A-B,70.4,306,1995,,WDS,,,,80 Psc B,0025-01379-1,,006763,330,,,,,01082218+0538594, ,        ,,5346,17.0930989,1.04,5.6502212,0.73,2448349.0625,vanLeeuwen2007,017.0925071,9.94,+05.6498201,6.86,28.44,1.04,vv,11.62,1.96,KK,,,,,,,,,,,,,-242.32,1.13,-165.07,0.78,vanLeeuwen2007,293.20,1.37,235.74,0.50,47.048,1.648,7.951,0.395,-29.426,0.930,,,,,,,King2003,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,J,5.894,0.014,5.541,0.010,,,,,5.927,0.900,-,vanAltena1995,5.510,0.070,-,King2003,,,,,5.100,0.071,,King2003,J,,,,,,,,,4.893,0.034,E,2MASS,4.771,0.018,E,2MASS,4.676,0.018,A,2MASS,J,  ,,,,  ,,,,  ,,,,  ,,,,,,,,,,,,,,2.779,0.417,0.834,0.410,0.217,,,,,,,,,,,F0III-IV,King2003,,6922,,King2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,King2003,,,,,,King2003,4.00,,King2003,,,,,,Ursa Major,50,King2003,,,,,,,,,,,,,,,,,,,,,,11.90,0.80,King2003,P,4.58,4.02,Kharchenko2007,P,,,,,,,,,28.4,1.04,vanLeeuwen2007,P,33.1,11.7,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,08,22.202,+,05,38,59.35,,2,A-B,70.4,306,1995,,WDS,,,,80 Psc A,0025-01379-1,,006763,330,,,,,01082218+0538594, ,        ,,5346,17.0930989,1.04,5.6502212,0.73,2448349.0625,vanLeeuwen2007,017.0925071,9.94,+05.6498201,6.86,28.44,1.04,vv,11.62,1.96,KK,,,,,,,,,,,,,-242.32,1.13,-165.07,0.78,vanLeeuwen2007,293.20,1.37,235.74,0.50,47.048,1.648,7.951,0.395,-29.426,0.930,,,,,,,King2003,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,J,5.894,0.014,5.541,0.010,,,,,5.927,0.900,-,vanAltena1995,5.510,0.070,-,King2003,,,,,5.100,0.071,,King2003,J,,,,,,,,,4.893,0.034,E,2MASS,4.771,0.018,E,2MASS,4.676,0.018,A,2MASS,J,  ,,,,  ,,,,  ,,,,  ,,,,,,,,,,,,,,2.779,0.417,0.834,0.410,0.217,,,,,,,,,,,F0III-IV,King2003,,6922,,King2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,King2003,,,,,,King2003,4.00,,King2003,,,,,,Ursa Major,50,King2003,,,,,,,,,,,,,,,,,,,,,,11.90,0.80,King2003,P,4.58,4.02,Kharchenko2007,P,,,,,,,,,28.4,1.04,vanLeeuwen2007,P,33.1,11.7,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,10,14.480,-,47,15,45.30,,,,,,,,,,,,J01101448-4715453,,,,,,,214-001098,'6836567888134254702,01101448-4715453, ,J011014.57-471545.6,,,17.5604121,27.00,-47.2625748,32.00,2451544.5000,UCAC4,017.5604121,27.00,-47.2625748,32.00,-----,-----,,8.90,0.70,K,,,,,,,,,,,,,69.40,2.00,-34.50,3.40,UCAC4,77.50,3.94,116.43,3.19,,,,,,,,,,,,,,,,,,,  ,,,,16.572,0.050,-,UCAC4,15.283,0.020,-,UCAC4,14.061,0.050,-,UCAC4,,,,,,  ,,,,,,,,17.236,0.270,-,UCAC4,15.890,,,Girard2011,,,,,,,,,,,,,,,,,,12.033,0.030,5,UCAC4,11.417,0.030,5,UCAC4,11.156,0.030,5,UCAC4,,11.003,0.023,A,ALLWISE,10.945,0.021,A,ALLWISE,10.922,0.102,A,ALLWISE,8.911,--,U,ALLWISE,,,,,,,,,,,-----,1.346,4.734,-----,0.877,,,13.94,0.04,Kraus2014,,,,,,M2.0,Kraus2014,,,,,,,,,,,,,,4.5,0.8,,Kraus2014,,,,,,,,,,,,,,,0.38,,Kraus2014,,,,,,,-35.70,50,,Kraus2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor, N - H,Kraus2014,,,,,,,,,,,,,,,,,,,,,,8.90,0.70,Kraus2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,10,18.741,+,42,04,53.31,,1,,,,,,,,,,44 And,2808-02070-1,53.4,006920,,,,661-004985,'2228196251922563263,01101875+4204533, ,J011018.62+420453.0,,5493,17.5785301,0.24,42.0815768,0.17,2448349.0625,vanLeeuwen2007,017.5780876,2.37,+42.0814741,1.41,19.14,0.28,vv,-13.91,0.01,KK,,,,,,,,,,,,,-135.14,0.27,-42.25,0.16,vanLeeuwen2007,141.59,0.31,252.64,0.19,36.247,1.173,5.256,0.719,-6.840,0.734,,,,,,,King2003,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,6.375,0.014,5.732,0.009,,,,,6.399,0.990,-,UCAC4,5.738,0.990,-,UCAC4,,,,,5.000,0.081,,King2003,,,,,,,,,,4.935,0.250,8,UCAC4,4.493,0.210,37,UCAC4,4.456,0.400,8,UCAC4,,4.189,0.298,B,ALLWISE,3.963,0.196,B,ALLWISE,4.225,0.015,A,ALLWISE,4.154,0.023,A,ALLWISE,,,,,,,,,,,2.148,0.661,1.282,0.738,0.479,,,,,,,,,,,,King2003,,,,King2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.08,King2003,,,,,,King2003,,,King2003,,,,,,Ursa Major,25,King2003,,,,,,,,,,,,,,,,,,,,,,-13.90,0.10,King2003,P,-14.38,0.63,Kharchenko2007,P,,,,,,,,,19.13,0.28,vanLeeuwen2007,P,30.3,9.6,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,10,54.290,+,58,22,13.70,,1,,,,,,,,,,2M J0110+5822,3681-01064-1,,,,,,742-012066,'339470378498324313,01105436+5822133, ,J011054.46+582212.8,,,17.7265438,126.00,58.3703743,140.00,2451544.5000,Hoeg2000,017.7265438,126.00,+58.3703743,140.00,-----,-----,,-----,-----,,,,,,45.5,,kinematic,Schlieder2010,,,,,78.50,3.60,-48.60,3.90,Hoeg2000,92.33,5.31,121.76,1.77,,,,,,,,,,,,,,,,,,,  ,,,,12.817,0.010,-,UCAC4,11.461,0.060,-,UCAC4,10.673,0.040,-,UCAC4,,,,,,13.541,0.314,12.720,0.217,,,,,13.490,0.010,-,UCAC4,12.075,0.070,-,UCAC4,,,,,,,,,,,,,,,,,,9.042,0.040,5,UCAC4,8.389,0.030,5,UCAC4,8.221,0.030,5,UCAC4,,8.110,0.023,A,ALLWISE,8.068,0.020,A,ALLWISE,7.971,0.019,A,ALLWISE,7.832,0.156,B,ALLWISE,,,,0.099,,0.019,-0.37,0.18,0.63,0.27,-----,1.415,3.854,-----,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beta Pic,No,Schlieder2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,11,25.412,+,15,26,21.62,X,0,A-B,0.3,205,2008,,WDS,,,,LP 467-016B,,3076 B,,,,J011125.4+152625,528-002136,'2073398375564285502,01112542+1526214,J011125.42+152621.7,J011125.55+152620.5,,,17.8559277,100.00,15.4393089,100.00,2451544.5000,UCAC4,017.8559277,100.00,+15.4393089,100.00,46.48,1.73,DR,3.55,0.39,GMM,,,,,20.0,1.0,kinematic,Malo2013,,,,,192.00,8.00,-130.00,8.00,UCAC4,231.87,11.31,124.10,1.06,,,,,,,,,,,,,,,,,,,17.3269996643,0.0109999999,3,SDSS9,15.911,0.005,3,SDSS9,16.249,0.014,3,SDSS9,14.201,0.010,3,SDSS9,13.1630001068,0.0109999999,3,SDSS9,D,  ,,,,,,,,16.190,0.050,-,UCAC4,14.430,0.030,-,UCAC4,,,,Riedel2014,12.360,,,Riedel2014,D,,,,,,,,,10.270,,,Riedel2014,,,,Riedel2014,9.360,,,Riedel2014,D,8.016,0.023,A,ALLWISE,7.794,0.020,A,ALLWISE,7.627,0.020,A,ALLWISE,7.465,0.122,B,ALLWISE,J,,,,,,,,,,12.766,1.760,5.070,2.070,0.910,,,,,,,,,,,M6V,Malo2013,,2950,17,Malo2014b,,,,,,,,,,18.4,2.5,,Malo2014a,,,,,,,,,,,,,,,,,,,,,,,,592.74,3.12,,Malo2014b,,,,,,,,,,,,,,,,,,,0.00,0.22,Malo2014b,,,,,,,4.50,0.08,Malo2014b,,,,beta Pic,(good),beta Pic,,Riedel2014,beta Pic,99.9,Malo2013,beta Pic,BF,Gagne2014a,beta Pic,BF,Malo2014a,beta Pic,BF,Malo2014b,beta Pic,BF,Riedel2015,,,,,,,2.60,1.10,Gizis2002,P,1.80,0.20,Malo2014a,P,4.00,0.10,Montes2001,P,,,,,58,7.3,Dittmann2014,P,45.79,1.78,Riedel2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,11,25.412,+,15,26,21.62,X,2,A-B,0.3,205,2008,,WDS,,,,LP 467-016A,,3076 A,,,,J011125.4+152625,528-002136,'2073398375564285502,01112542+1526214,J011125.42+152621.7,J011125.55+152620.5,,,17.8559277,100.00,15.4393089,100.00,2451544.5000,UCAC4,017.8559277,100.00,+15.4393089,100.00,46.48,1.73,DR,3.55,0.39,GMM,,,,,20.0,1.0,kinematic,Malo2013,,,,,192.00,8.00,-130.00,8.00,UCAC4,231.87,11.31,124.10,1.06,,,,,,,,,,,,,,,,,,,17.3269996643,0.0109999999,3,SDSS9,15.911,0.005,3,SDSS9,16.249,0.014,3,SDSS9,14.201,0.010,3,SDSS9,13.1630001068,0.0109999999,3,SDSS9,D,  ,,,,,,,,16.190,0.050,-,UCAC4,14.760,0.050,-,Riedel2014,12.950,0.010,,Riedel2014,11.410,0.020,,Riedel2014,D,,,,,,,,,9.530,0.026,,Riedel2014,,,,Riedel2014,8.670,0.033,,Riedel2014,D,8.016,0.023,A,ALLWISE,7.794,0.020,A,ALLWISE,7.627,0.020,A,ALLWISE,7.465,0.122,B,ALLWISE,J,0.019,R,0.0936,J,0.0182,-0.08,0.2,-0.47,0.26,13.096,1.430,6.090,3.350,0.860,,,,,,28.62,,-3.08,,,M5V,Malo2013,,2950,17,Malo2014b,,,,,,,,,,17.9,1.4,,Malo2014a,,,,,,,,,,,,,,,-9.927,0.2,Riedel2014,,,,,,,592.74,3.12,,Malo2014b,,,,,,,,,,,2.48,0.2,Riedel2014,,,1.192,0.02,Riedel2014,0.00,0.22,Malo2014b,,,,,,,4.50,0.08,Malo2014b,,,,beta Pic,Good,beta Pic,,Riedel2014,beta Pic,99.9,Malo2013,beta Pic,BF,Gagne2014a,beta Pic,BF,Malo2014a,beta Pic,BF,Malo2014b,beta Pic,BF,Riedel2015,,,,,,,2.60,1.10,Gizis2002,P,1.80,0.20,Malo2014a,P,4.00,0.10,Montes2001,P,,,,,58,7.3,Dittmann2014,P,45.79,1.78,Riedel2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
01,12,35.054,+,17,03,55.48,,2,A-B,42.0,,2012,,Naud2014,8.06,K,Naud2014,GU Psc A,,,,,,,,'2075094518880577306,01123504+1703557,J011235.08+170355.0,J011235.12+170354.4,,,18.1460360,94.00,17.0654130,94.00,2451544.5000,PPMXL,018.1460360,94.00,+17.0654130,94.00,-----,-----,,-1.55,0.02,SM,,,,,51.2,3.9,kinematic,Schlieder2012a,,,,,97.60,5.00,-102.40,5.00,PPMXL,141.46,7.07,136.37,0.14,,,,,,,,,,,,,,,,,,,17.4290008545,0.0109999999,3,SDSS9,15.489,0.005,3,SDSS9,13.656,0.003,3,SDSS9,12.409,0.001,3,SDSS9,12.8059997559,0.0140000004,3,SDSS9,,  ,,,,,,,,15.593,0.020,-,UCAC4,14.103,0.060,-,UCAC4,,,,,11.740,0.170,,Malo2013,,,,,,,,,,10.211,0.022,A,2MASS,9.598,0.022,A,2MASS,9.345,0.015,A,2MASS,,9.256,0.022,A,ALLWISE,9.127,0.020,A,ALLWISE,8.981,0.033,A,ALLWISE,8.404,--,U,ALLWISE,,,,,,,,,,,-----,1.490,4.758,2.363,0.866,,,,,,29.13,0.23,,,,M3V,Malo2013,,3250,32,Malo2014b,,,,,,,,,,23.7,2.2,,Malo2014a,,,,,,,,,,,,,,,-5.7,,Malo2013,,,,,,,30.10,,u,Malo2014b,,,,,,,,,,,,,,,,,,,-0.25,0.19,Malo2014b,,,,,,,4.75,0.07,Malo2014b,,,,AB Dor,,AB Dor,1,Schlieder2012a,AB Dor,96.9,Malo2013,AB Dor,99.9,Malo2014b,AB Dor,99.9,Malo2014a,AB Dor,88,Naud2014,,,,,,,,,,-2.01,1.44,Schlieder2012a,P,-1.50,0.50,Malo2014a,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
